Station ID,State,City,Station Name,Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T00:00:00.000000+0000,44,68,,3.7,,4.9,5,0.27,7.46,0.1,,,,,,19.5,95,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T00:15:00.000000+0000,44,68,,3.8,,4.8,9.4,0.25,7.06,0.1,,,,,,19.5,96,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T00:30:00.000000+0000,44,68,,3.8,,4.9,5.9,,7.45,0.1,,,,,,19.5,96,0.2,83,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T00:45:00.000000+0000,53,83,,3.8,,4.9,1.3,0.29,7.56,0.1,,,,,,19.1,96,0.3,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T01:00:00.000000+0000,53,83,,3.7,,4.9,,0.32,6.86,0.1,,,,,,19.1,97,0.3,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T01:15:00.000000+0000,53,83,,3.7,,4.9,8.3,0.32,8.06,0.1,,,,,,19.1,97,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T01:30:00.000000+0000,53,83,,3.8,,4.9,4.4,0.3,8.74,0.1,,,,,,19.1,97,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T01:45:00.000000+0000,55,75,,3.9,,4.9,0.9,0.28,7.69,0.1,,,,,,18.7,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T02:00:00.000000+0000,55,75,,3.9,,4.9,3.8,0.27,6.89,0.1,,,,,,18.7,99,0.3,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T02:15:00.000000+0000,55,75,,3.9,,4.9,5.9,0.25,7.04,0.1,,,,,,18.7,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T02:30:00.000000+0000,55,75,,3.9,,4.9,2.7,0.23,7.83,0.1,,,,,,18.7,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T02:45:00.000000+0000,51,69,,3.8,,4.9,1.3,0.21,7.43,0.1,,,,,,18.1,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T03:00:00.000000+0000,51,69,,3.8,,4.9,,0.23,8.24,0.1,,,,,,18.1,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T03:15:00.000000+0000,51,69,,3.7,,4.9,4.3,0.19,7.7,0.1,,,,,,18.1,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T03:30:00.000000+0000,51,69,,3.7,,4.9,4.9,0.17,7.46,0.1,,,,,,18.1,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T03:45:00.000000+0000,53,78,,3.7,,5,7,0.15,7.74,0.1,,,,,,17.9,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T04:00:00.000000+0000,53,78,,3.7,,5,5.7,0.15,7.57,0.1,,,,,,17.9,,0.2,94,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T04:15:00.000000+0000,53,78,,3.8,,4.9,5.5,0.14,7.18,0.1,,,,,,17.9,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T04:30:00.000000+0000,53,78,,3.8,,4.9,2.1,,7.68,0.1,,,,,,17.9,,0.3,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T04:45:00.000000+0000,58,81,,3.8,,4.9,1.1,0.41,8.5,0.1,,,,,,18.2,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T05:00:00.000000+0000,58,81,,3.7,,5,,0.44,7.47,0.1,,,,,,18.2,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T05:15:00.000000+0000,58,81,,3.8,,4.9,15.3,0.44,7.58,0.1,,,,,,18.2,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T05:30:00.000000+0000,58,81,,3.9,,4.9,19.4,0.44,7.21,0.1,,,,,,18.2,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T05:45:00.000000+0000,61,80,,3.8,,4.9,12.4,0.44,7.69,0.1,,,,,,17.6,,0.2,91,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T06:00:00.000000+0000,61,80,,3.7,,4.9,11.5,0.42,7.95,0.1,,,,,,17.6,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T06:15:00.000000+0000,61,80,,3.7,,4.9,13.8,0.43,8.84,0.1,,,,,,17.6,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T06:30:00.000000+0000,61,80,,3.8,,4.9,15.3,0.45,7.11,0.1,,,,,,17.6,,0.2,70,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T06:45:00.000000+0000,58,90,,3.8,,4.9,12.3,0.45,6.6,0.1,,,,,,17.2,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T07:00:00.000000+0000,58,90,,3.7,,4.9,,0.47,7.09,0.1,,,,,,17.2,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T07:15:00.000000+0000,58,90,,3.7,,4.9,18.3,0.52,7.81,0.1,,,,,,17.2,,0.2,86,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T07:30:00.000000+0000,58,90,,3.8,,4.9,16.1,0.54,7.33,0.1,,,,,,17.2,,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T07:45:00.000000+0000,73,99,,3.8,,4.9,12.4,0.57,7.46,0.1,,,,,,17.6,99,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T08:00:00.000000+0000,73,99,,3.8,,4.9,10.8,0.6,7.43,0.1,,,,,,17.6,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T08:15:00.000000+0000,73,99,,3.7,,4.9,12.5,0.6,7.58,0.1,,,,,,17.6,95,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T08:30:00.000000+0000,73,99,,3.7,,4.9,11.2,,8.02,0.1,,,,,,17.6,92,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T08:45:00.000000+0000,70,103,,3.6,,4.9,10.9,0.39,7.52,0.1,,,,,,20.4,91,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T09:00:00.000000+0000,70,103,,3.6,,4.8,,0.42,8.49,0.1,,,,,,20.4,87,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T09:15:00.000000+0000,70,103,,3.6,,4.9,8.3,0.5,9.38,0.1,,,,,,20.4,86,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T09:30:00.000000+0000,70,103,,3.7,,4.9,2.1,0.54,8.65,0.1,,,,,,20.4,84,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T09:45:00.000000+0000,71,117,,3.7,,5,0.2,0.51,7.43,0.1,,,,,,24,83,0.3,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T10:00:00.000000+0000,71,117,,3.8,,5,0.6,0.48,7.37,0.1,,,,,,24,84,0.2,93,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T10:15:00.000000+0000,71,117,,3.8,,4.9,3.3,0.47,7.74,0.1,,,,,,24,83,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T10:30:00.000000+0000,71,117,,3.8,,4.9,2.6,0.43,7.32,0.1,,,,,,24,80,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T10:45:00.000000+0000,56,97,,3.8,,4.9,1.8,0.4,7.69,0.1,,,,,,26.2,77,0.3,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T11:00:00.000000+0000,56,97,,3.9,,4.9,,0.38,7.96,0.1,,,,,,26.2,72,0.2,97,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T11:15:00.000000+0000,56,97,,3.8,,4.9,8.9,0.36,7,0.1,,,,,,26.2,69,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T11:30:00.000000+0000,56,97,,3.8,,4.9,14.7,0.36,6.93,0.1,,,,,,26.2,66,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T11:45:00.000000+0000,51,86,,3.8,,4.9,17.4,0.31,7.47,0.1,,,,,,27.9,64,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T12:00:00.000000+0000,51,86,,3.8,,4.9,14.3,0.34,7.7,0.1,,,,,,27.9,61,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T12:15:00.000000+0000,51,86,,3.8,,4.9,13.7,0.29,7.15,0.1,,,,,,27.9,60,0.2,10,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T12:30:00.000000+0000,51,86,,3.8,,4.9,17,,7.15,0.1,,,,,,27.9,57,0.2,9,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T12:45:00.000000+0000,42,79,,3.7,,4.9,17.6,0.3,7.72,0.1,,,,,,29.4,56,0.2,7,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T13:00:00.000000+0000,42,79,,3.8,,4.9,,0.31,7.03,0.1,,,,,,29.4,54,0.2,7,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T13:15:00.000000+0000,42,79,,3.8,,4.9,18.9,0.29,8.02,0.1,,,,,,29.4,56,0.3,7,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T13:30:00.000000+0000,42,79,,3.7,,4.9,18.7,0.28,7.48,0.1,,,,,,29.4,57,0.2,8,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T13:45:00.000000+0000,45,79,,3.8,,4.9,18.7,0.27,7.73,0.1,,,,,,29.5,56,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T14:00:00.000000+0000,45,79,,3.8,,4.9,15.3,0.26,8.03,0.1,,,,,,29.5,56,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T14:15:00.000000+0000,45,79,,3.9,,4.9,14.8,0.25,7.15,0.1,,,,,,29.5,55,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T14:30:00.000000+0000,45,79,,3.9,,4.9,16.2,0.23,8.24,0.1,,,,,,29.5,54,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T14:45:00.000000+0000,45,70,,3.8,,4.9,15.3,0.27,7.53,0.1,,,,,,30.2,51,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T15:00:00.000000+0000,45,70,,3.7,,4.9,,0.25,7.78,0.1,,,,,,30.2,52,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T15:15:00.000000+0000,45,70,,3.7,,4.9,16.5,0.2,11.1,0.1,,,,,,30.2,53,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T15:30:00.000000+0000,45,70,,3.9,,4.9,14.4,0.19,11.8,0.1,,,,,,30.2,58,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T15:45:00.000000+0000,33,67,,3.9,,4.9,11.5,0.2,11.03,0.1,,,,,,30.7,65,0.3,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T16:00:00.000000+0000,33,67,,3.8,,4.9,10.8,0.26,10.63,0.1,,,,,,30.7,65,0.3,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T16:15:00.000000+0000,33,67,,3.8,,4.9,11.6,0.22,9.14,0.1,,,,,,30.7,66,0.2,71,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T16:30:00.000000+0000,33,67,,3.9,,4.9,12.8,,8.51,0.1,,,,,,30.7,68,0.2,75,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T16:45:00.000000+0000,35,68,,3.9,,4.9,11.9,0.36,8.01,0.1,,,,,,27.9,69,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T17:00:00.000000+0000,35,68,,3.8,,5,,0.4,7.85,0.1,,,,,,27.9,71,0.3,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T17:15:00.000000+0000,35,68,,3.7,,4.9,14.5,0.44,7.14,0.1,,,,,,27.9,72,0.2,99,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T17:30:00.000000+0000,35,68,,3.7,,4.9,9.7,0.46,6.84,0.1,,,,,,27.9,74,0.2,64,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T17:45:00.000000+0000,36,78,,3.7,,4.9,7.2,0.51,6.49,0.1,,,,,,26.2,76,0.2,71,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T18:00:00.000000+0000,36,78,,3.7,,4.9,9.1,0.54,7.54,0.1,,,,,,26.2,79,0.3,75,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T18:15:00.000000+0000,36,78,,3.7,,4.9,9,0.59,8.04,0.1,,,,,,26.2,79,0.2,88,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T18:30:00.000000+0000,36,78,,3.7,,4.9,12.1,0.61,8.5,0.1,,,,,,26.2,79,0.2,87,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T18:45:00.000000+0000,56,105,,3.7,,4.9,9.3,0.67,7.61,0.1,,,,,,24.3,80,0.2,82,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T19:00:00.000000+0000,56,105,,3.8,,4.9,,0.73,7.92,0.1,,,,,,24.3,80,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T19:15:00.000000+0000,56,105,,3.8,,4.9,14.1,0.75,6.44,0.1,,,,,,24.3,81,0.2,74,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T19:30:00.000000+0000,56,105,,3.8,,4.9,17,0.75,6.84,0.1,,,,,,24.3,82,0.2,75,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T19:45:00.000000+0000,57,114,,3.9,,4.9,18.5,0.76,7.72,0.1,,,,,,23.3,82,0.2,94,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T20:00:00.000000+0000,57,114,,3.9,,4.9,14,0.81,7.23,0.1,,,,,,23.3,83,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T20:15:00.000000+0000,57,114,,3.8,,4.8,12.7,0.82,8.19,0.1,,,,,,23.3,83,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T20:30:00.000000+0000,57,114,,3.7,,4.9,12.9,,7.45,0.1,,,,,,23.3,84,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T20:45:00.000000+0000,54,103,,3.7,,4.9,13.8,0.35,8.52,0.1,,,,,,22.6,86,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T21:00:00.000000+0000,54,103,,3.7,,4.9,,0.3,7.88,0.1,,,,,,22.6,87,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T21:15:00.000000+0000,54,103,,3.8,,4.9,13,0.29,6.89,0.1,,,,,,22.6,88,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T21:30:00.000000+0000,54,103,,3.8,,4.9,11.1,0.24,7.35,0.1,,,,,,22.6,88,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T21:45:00.000000+0000,43,73,,3.7,,4.9,10.4,0.24,7.04,0.1,,,,,,21.6,89,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T22:00:00.000000+0000,43,73,,3.6,,4.9,10.6,0.22,7.82,0.1,,,,,,21.6,90,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T22:15:00.000000+0000,43,73,,3.5,,4.9,11.9,0.19,7.87,0.1,,,,,,21.6,91,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T22:30:00.000000+0000,43,73,,3.7,,4.9,11.3,0.19,8.14,0.1,,,,,,21.6,91,0.2,100,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T22:45:00.000000+0000,45,72,,3.7,,4.9,9.7,0.19,7.72,0.1,,,,,,21,91,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T23:00:00.000000+0000,45,72,,3.8,,4.9,,0.16,6.74,0.1,,,,,,21,92,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T23:15:00.000000+0000,45,72,,3.8,,4.9,5.9,0.15,6.61,0.1,,,,,,21,93,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T23:30:00.000000+0000,45,72,,3.7,,4.9,,0.11,6.93,0.1,,,,,,21,93,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-01T23:45:00.000000+0000,48,70,,3.8,,4.9,,0.08,7.21,0.1,,,,,,20.5,93,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T00:00:00.000000+0000,48,70,,3.8,,4.9,,0.07,7.76,0.1,,,,,,20.5,94,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T00:15:00.000000+0000,48,70,,3.8,,4.9,,0.04,7.36,0.1,,,,,,20.5,95,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T00:30:00.000000+0000,48,70,,3.9,,4.9,,,7.42,0.1,,,,,,20.5,95,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T00:45:00.000000+0000,46,72,,3.9,,4.8,,0.3,7.32,0.1,,,,,,19.9,96,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T01:00:00.000000+0000,46,72,,3.7,,4.9,,0.31,7.43,0.1,,,,,,19.9,96,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T01:15:00.000000+0000,46,72,,3.7,,4.9,3.3,0.29,7.08,0.1,,,,,,19.9,97,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T01:30:00.000000+0000,46,72,,3.8,,4.9,3.5,0.27,7.77,0.1,,,,,,19.9,97,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T01:45:00.000000+0000,56,73,,3.8,,4.9,3.3,0.25,7.45,0.1,,,,,,19.4,97,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T02:00:00.000000+0000,56,73,,3.7,,4.9,3.2,0.25,7.69,0.1,,,,,,19.4,97,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T02:15:00.000000+0000,56,73,,3.8,,4.9,3.3,0.23,7.34,0.1,,,,,,19.4,97,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T02:30:00.000000+0000,56,73,,3.8,,4.9,1.6,0.21,7.24,0.1,,,,,,19.4,97,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T02:45:00.000000+0000,59,77,,3.7,,4.9,2.4,0.19,7.57,0.1,,,,,,19.4,97,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T03:00:00.000000+0000,59,77,,3.8,,4.9,,0.19,8.04,0.1,,,,,,19.4,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T03:15:00.000000+0000,59,77,,3.8,,4.9,7.3,0.17,7.48,0.1,,,,,,19.4,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T03:30:00.000000+0000,59,77,,3.7,,4.9,9.1,0.15,7.26,0.1,,,,,,19.4,98,0.2,87,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T03:45:00.000000+0000,62,80,,3.8,,4.9,11.4,0.14,7.49,0.1,,,,,,19.2,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T04:00:00.000000+0000,62,80,,3.8,,4.9,8.5,0.13,7.78,0.1,,,,,,19.2,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T04:15:00.000000+0000,62,80,,3.8,,4.9,10.8,0.13,7.38,0,,,,,,19.2,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T04:30:00.000000+0000,62,80,,3.8,,4.9,11.8,,7.77,0.1,,,,,,19.2,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T04:45:00.000000+0000,62,81,,3.7,,4.9,9.2,0.32,7.93,0.1,,,,,,19.2,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T05:00:00.000000+0000,62,81,,3.8,,4.9,,0.32,8.26,0.1,,,,,,19.2,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T05:15:00.000000+0000,62,81,,3.8,,4.9,15.6,0.32,7.16,0.1,,,,,,19.2,98,0.2,96,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T05:30:00.000000+0000,62,81,,3.7,,4.9,19.8,0.34,7.57,0.1,,,,,,19.2,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T05:45:00.000000+0000,65,88,,3.8,,4.9,12.7,0.33,7.67,0.1,,,,,,19.1,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T06:00:00.000000+0000,65,88,,3.9,,4.9,12,0.36,7.79,0.1,,,,,,19.1,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T06:15:00.000000+0000,65,88,,3.8,,4.9,16.1,0.36,8.7,0.1,,,,,,19.1,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T06:30:00.000000+0000,65,88,,3.8,,4.9,16.8,0.37,7.11,0,,,,,,19.1,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T06:45:00.000000+0000,73,90,,3.7,,4.9,11.7,0.39,7.74,0.1,,,,,,19,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T07:00:00.000000+0000,73,90,,3.7,,4.9,,0.4,7.37,0.1,,,,,,19,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T07:15:00.000000+0000,73,90,,3.7,,4.9,16.9,0.43,8.03,0.1,,,,,,19,98,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T07:30:00.000000+0000,73,90,,3.7,,4.9,21.6,0.48,7.15,0.1,,,,,,19,97,0.2,,,,,,
site_1554,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2024-01-02T07:45:00.000000+0000,69,107,,3.7,,4.9,20.3,0.5,7.53,0.1,,,,,,19.3,97,0.2,,,,,,
